"","119","119","119","119","119","119","101","101","101","101","101","101","116","116","106","106","106","97","92","92","120","99","119","119","119","119","97","101","101","101","93","93","128","11","11","107","93","93","119","119","90","90","116","3","3","106","106","23","97","92","93","93","106","3"
"119",0.14136614318123,0,0,0.0742486435847686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0660711590442189,0,0.0717572046744979,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661216486665236,0.0698638262408243,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119",0,0.135268038433282,0,0,0.0695972875190647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676812160688604,0,0.0677289233797918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119",0,0,0.117611075512397,0,0,0.0607106793586334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119",0.0742486435847686,0,0,0.155988158129505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694040854296733,0,0.0753769607717994,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694571219755798,0.0733880718153723,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119",0,0.0695972875190647,0,0,0.143235090450445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696458543931313,0,0.0696949465434147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119",0,0,0.0607106793586334,0,0,0.125355084872029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101",0,0,0,0,0,0,0.146126864099168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741082165145789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101",0,0,0,0,0,0,0,0.109354995780738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101",0,0,0,0,0,0,0,0,0.160913735432867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674878272138265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101",0,0,0,0,0,0,0,0,0,0.165117361118866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101",0,0,0,0,0,0,0,0,0,0,0.166695026567186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796230626835117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101",0,0,0,0,0,0,0,0,0,0,0,0.151967236058718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116",0,0,0,0,0,0,0,0,0,0,0,0,0.383554808810155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196870456579547,0,0,0,0,0,0,0,0,0,0,0
